entity,VTLabel
homedepot.com,C
ozaydininsaat.com,M
wallets-synchronization.com,M
perinasas.it,M
qquio.shop,M
ooxvocalor.yolasite.com,M
m-olx.cam,M
facabook.in,M
event-orange.yolasite.com,M
betasusgiris11.blogspot.com,M
clearstageconsulting.com,M
microsoftaccountserver001.weebly.com,M
st-thomasahs.com,M
luomenddd.top,M
www.chatwhatsappgrupnew.duckdns.org,M
fijrxzcznpmivhmdxrbivrmbyi-dot-gle39404049.rj.r.appspot.com,M
avadvertising.in,M
verfiz.me,M
ashleymensclinic.co.za,M
rqxwomhgvyzsztgglcdjdrqwog-dot-gle39404049.rj.r.appspot.com,M
cyrela-imoveis.blogspot.com,M
uuuuon.xyz,M
vevobahisimgir.blogspot.com,M
klsjdlfkjqslfkjsdlkfjldsfjldsf.blogspot.com,M
e-shlnegarment.com,M
lqxgjrnsfgkapwlksxwwxpoesl-dot-gle39404049.rj.r.appspot.com,M
betasusturkiye.blogspot.com,M
nkyrhxklniycewnyptpwyddhrw-dot-gle39404049.rj.r.appspot.com,M
op.org,C
tsvfbhudbcesyyuqucsquhkihl-dot-gle39404049.rj.r.appspot.com,M
bbcartoes.net,M
intouch.com.do,C
resbet.blogspot.com,M
ronigelo.blogspot.com,M
bauyxseuvabdghjhhmnwhvbutu-dot-gle39404049.rj.r.appspot.com,M
amend-billing.com,C
yuuban.mx,M
sicherheitsicherheits.de,M
securesquared.co.uk,M
spk-directbank03.xyz,M
sharma.work,M
coda.io,C
lloydbanking-onlineaccess.com,M
2pichinchadata2.tonohost.com,M
postepaynuovo.com,M
thomasmaxwellracing.com.au,C
mavibets.blogspot.com,M
sbcglobal-login.us,M
lectiocolombia.com,M
jamescorretor.com.br,M
thebillionsnations.com,M
visavipservice.work,M
aubootlegger.com,M
reurl.cc,C
dfdavsfwfkmkvshecodrevwsge-dot-gle39404049.rj.r.appspot.com,M
logex.com.tr,C
lyzsobepxcrkqdujpzdrwexjdk-dot-poised-bot-306515.uk.r.appspot.com,M
agrothesis.ir,M
embwizard.com,M
7df3926b76a57e07866660a41a2daeda-dot-gle9392420309493993.rj.r.appspot.com,M
skom.id,M
kartaltepespor.com,M
comandomieclog.tonohost.com,C
gshupljoghhrmeimlxtrnjcigx-dot-gle39404049.rj.r.appspot.com,M
security-verifyfees.com,M
lzkbafhondnquzwlgpzvrsdota-dot-gl909989876787.uk.r.appspot.com,M
servicabbout.blogspot.com,M
pnatwest.site,M
heinrylsgzfxdwtnmopbqdcyms-dot-gle39404049.rj.r.appspot.com,M
lebbwqufwtwxxrlwdufngdbkwg-dot-gl099898987fhkl.uk.r.appspot.com,M
mwnkvmmssxjennjyhedpfedyxf-dot-gle39404049.rj.r.appspot.com,M
aagiineqxbcmnkdnceowacqnpi-dot-gle39404049.rj.r.appspot.com,M
deswkclaovegswsewryoshvmxg-dot-gl099898987fhkl.uk.r.appspot.com,M
bilty.be,C
suports-identiity-notification-secur-recovery.my.id,M
renew-o2billing-via.com,M
propspark.com,C
ihfnnirdeobpgsjbqakhfzmxaj-dot-gle39404049.rj.r.appspot.com,M
subpav.org,C
alqadam.uz,C
tailorlagbe.com,C
linktr.ee,C
qztiqzwqwmvgcivbgkpgxqzspb-dot-gl099898987fhkl.uk.r.appspot.com,M
xn--pacincia-xl-qbb.com,M
dongsuh.net,M
riweb.com.br,C
groworldinternational.com,M
hs-online-deregister-addedpayees.com,M
sparkassbank-de.com,M
mail-verification-security.weebly.com,M
bezqyrdvnqoogaonymakmhclbv-dot-gle39404049.rj.r.appspot.com,M
myetncrenwallper.com,M
act-logix-cd.tk,M
deapplemoundo.blogspot.com,M
ubsbank-online.com,M
duzdlvww.cn,M
adityagym.in,M
guillermo.co.uk,M
pagincolm.com,M
1mailcoo.club,M
b-lix.xyz,M
quermao.com,C
outlookmsl5500b.tonohost.com,C
m-chat-whatsapp69.duckdns.org,M
insecurity-fanpage-warnings-440232359956io.ml,M
sigapresschennai.com,M
betasus33.blogspot.com,M
sancotradebd.com,M
bosnewpaye.com,M
8010361370310234068010361370310234.blogspot.com,M
delivery-u.com,M
sohbetbul.net,C
kqufgqhjvdnebenebkvvdahfkg-dot-gl909989876787.uk.r.appspot.com,M
interbahiss1.blogspot.com,M
thelovegarden.com.ph,C
pl-getpaid.work,M
passegistrar.buzz,M
0fc2e3dc0cc3511197548330e91ea8a0-dot-gle9392420309493993.rj.r.appspot.com,M
ffc06cf4831ba93cb097906c94bb03aa.gle9392420309493993.rj.r.appspot.com,M
cloudwaysapps.com,C
klantenservicebelgies.com,M
foresta-mod.firebaseapp.com,M
excelforbusinesssharepoint.com,M
nfhrdjinyltdttmsykogikhkub-dot-gl099898987fhkl.uk.r.appspot.com,M
recoverinst.ru,M
countrynomination.com,M
wallieget.com,M
oberpiskoihof.it,C
gshylemunfozjatqlskzsevesu-dot-poised-bot-306515.uk.r.appspot.com,M
onlyhr.org,M
fee-hermes-parcel.com,M
lihi3.cc,M
servleboncoinser.com,M
sms336.yolasite.com,M
kkycdtzjxjjkieompnxmcfnsgl-dot-gle39404049.rj.r.appspot.com,M
usdywmo.cn,M
vwovuhlsxuiiqmmbubivbozvhe-dot-poised-bot-306515.uk.r.appspot.com,M
tregollsschool-my.sharepoint.com,C
real-markt.de,C
hermespostdelivery.co,M
ru.com,C
ybicvwmtmnagcheyzthqblnsuk-dot-gle39404049.rj.r.appspot.com,M
ouzel.cn,M
sourceaudio.com,C
syggw.com,C
bolong3d.com,M
aralenobvhbfrwjksodgkrelvj-dot-gl099898987fhkl.uk.r.appspot.com,M
att.computer,M
remove-payee-secure.com,M
46929128aab098d820ee69ed6296c1c2-dot-solidstar-improts.uk.r.appspot.com,M
royalml-redelivery003.com,M
y2j3o8.com,M
www.codashop-new194.duckdns.org,M
kabbeshco.com,C
imryaqo-ye.cf,M
freeddns.com,C
capilart.com.br,M
8c50395523a714bd43b3bac8ae440ecd-dot-gle9392420309493993.rj.r.appspot.com,M
pastelink.net,C
mccarthyelectrical.com,M
jvft.cf,M
bvicompanyincorporation.com,C
topmarketingnetwork.com,M
mundovirtualhabbo.blogspot.com,M
webpichinchabanc.tonohost.com,M
uzshegaenznnpbjvfsegpkhpxo-dot-gle39404049.rj.r.appspot.com,M
zazavoice.com,M
danielescivoli.it,M
ingresevirtual0.tonohost.com,C
bbcpy.com,C
revolution-admin-1000020300389264567812345675.tk,M
51b312abb324736abea382991386fc1c-dot-gle9392420309493993.rj.r.appspot.com,M
deficitdeatencionperu.com,M
efc05646a47c1549fbbb12b3345a335e-dot-gle9392420309493993.rj.r.appspot.com,M
4sekabet.blogspot.com,M
sen-manole.firebaseapp.com,M
uxbmx.cf,M
wgjflohpzqymtbuyiifinfphqh-dot-gl099898987fhkl.uk.r.appspot.com,M
device-authentication-login.com,M
zdjlce.cn,M
comfimin.my.id,M
xfitpalestre.com,M
laibia.com,M
woodmachinedc.com,C
easyurl.me,C
uvqjjzpjzsddffglnznygkssmg-dot-gle39404049.rj.r.appspot.com,M
ecwid.com,C
miloserdie-rzn.ru,M
diwcykiilkweuafxsmklqsjrkd-dot-poised-bot-306515.uk.r.appspot.com,M
reygaming.com,M
